The Triple 8;QUALIFIER;FOR_LOAD;"With a Running Clock in 10 minutes

AMRAP from 0:00-6:00: 
8 Snatches (40/30 kg)
8 Toes-to-Bars
8 Box Jumps (24/20 in)

Then, from 6:00-10:00:
1 rep max Hang Snatch"
Regionals 10.1 (North Central);QUALIFIER;FOR_LOAD;"For Load

1 rep Max Effort Two Hand Overhead"
Regionals 10.3 (Central East);QUALIFIER;FOR_LOAD;"For Load

1 rep max Deadlift"
Regionals 12.5;QUALIFIER;FOR_LOAD;"Snatch Ladder

1 Snatch (155/105 lb)
1 Snatch (165/115 lb)
1 Snatch (175/125 lb)
1 Snatch (185/130 lb)
1 Snatch (195/135 lb)
1 Snatch (205/140 lb)
1 Snatch (215/145 lb)
1 Snatch (225/150 lb)
1 Snatch (235/155 lb)
1 Snatch (245/160 lb)
1 Snatch (255/165 lb)
1 Snatch (265/170 lb)
1 Snatch (275/175 lb)
1 Snatch (285/180 lb)
1 Snatch (295/185 lb)

20 Double Unders before each Snatch"
WZA Online Challenge 17.3 &;QUALIFIER;FOR_LOAD;"For Load and Reps in 19 minutes

From 0:00-5:00:
Find 1-Rep Max Snatch

From 5:00-14:00, AMRAP:
3 Power Snatches (75/55 lbs)
3 Box Jumps (24/20 in)
6 Power Snatches (75/55 lbs)
6 Box Jumps (24/20 in)
9 Power Snatches (75/55 lbs)
9 Box Jumps (24/20 in)
Increasing each round by 3 reps each movement

From 14:00-19:00:
Find 1-Rep Max Snatch"
Regionals 13.2;QUALIFIER;FOR_LOAD;"For Load

3 Overhead Squats

Time Cap: 7 minutes"
Regionals 10.1 (South Central);QUALIFIER;FOR_LOAD;"EMOM (for Load) For As Long As Possible

At each station athlete must complete:
1 Squat Snatch
2 Overhead Squats
or
1 Power Snatch
3 Overhead Squats

Men (in lbs.): 135-145-155-165-175-185-195-205-215-225
Women (in lbs.): 75-85-95-105-110-115-120-125-130-135"
Regionals 14.1;QUALIFIER;FOR_LOAD;"For Load

1 Rep-Max Hang Squat Snatch

Time Cap: 6 minutes"
Regionals 10.1 (Southeast);QUALIFIER;FOR_LOAD;"For Load

1 Squat Clean every 50 seconds

Men: 215 lb to 335 lb (10 lb increments)
Women: 120 lb to 180 lb (5 lb increments)

One bonus pound will be added to the best lift for every bar the athlete Jerks to overhead."
Regionals 10.2 (Northeast);QUALIFIER;FOR_LOAD;"For Load

3 rep max Clean-and-Jerks"
Regionals 15.5;QUALIFIER;FOR_LOAD;"For Load

1 rep-max Snatch

Each athlete will have two 20-second windows to attempt the lift with 80 seconds rest between windows."
WZA Two-for-One Special;QUALIFIER;FOR_LOAD;"For Time and Load

(WOD 4) 2 Rounds for Time:
40 calorie Row
40 Toes-to-Bars
40 Overhead Squats (95/65 lb)

Time cap: 18 minutes

Then, (WOD 5) with Remaining Time:
1 rep max Hang Snatch

Time cap: 20 minutes"
Regionals 10.2 (Africa);QUALIFIER;FOR_LOAD;"For Load

1 rep max Overhead Squat"
Regionals 9.3 (Canada West);QUALIFIER;FOR_LOAD;"For Load

1 rep max Barbell Extended and Controlled Overhead"
Regionals 10.2 (Canada);QUALIFIER;FOR_LOAD;"For Load

3 Sets for Max Weight Completed in Pounds
1 Snatch Grip Deadlift
1 Snatch
1 Overhead Squat
1 Squat Snatch

Time Cap: 10 minutes"
Gwen;GIRL;FOR_LOAD;"15-12-9 Reps for Load

Clean-and-Jerks (unbroken)

Rest as needed between sets"
The Chief;HEROES;FOR_ROUNDS_REPS;"Five 3-minute AMRAPs in 19 minutes

AMRAP in 3 minutes
3 Power Cleans (135/95 lbs)
6 Push-Ups
9 Air Squats

Then Rest 1 minute

Repeat 5 times"
Jenkins;HEROES;FOR_ROUNDS_REPS;"AMRAP (with a Partner) in 40 minutes

50 Burpees
400 meter Run
50 Kettlebell Swings (24/16 kg)
400 meter Run
50 Pull-Ups
400 meter Run
50 Push-Ups
400 meter Run"
31 Heroes;HEROES;FOR_ROUNDS_REPS;"AMRAP (with a Partner) in 31 minutes

8 Thrusters (155/105 lb)
6 Rope Climbs (15 ft)
11 Box Jumps (30/24 in)"
Scooter;HEROES;FOR_ROUNDS_REPS;"With a Running Clock in 35 minutes

First, AMRAP in 30 minutes (with a Partner)
30 Double-Unders
15 Pull-Ups
15 Push-Ups
100 meter Sprint

Partners alternate rounds

Then, 5 minutes to find a 1-rep-max Partner Deadlift"
Michael Camelo Jr.;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

5 Clusters (135/95 lb)
31 Push-Ups
20 Box Jumps (20/14 in)
18 Kettle Bell Swings (53/35 lb)"
McGhee;HEROES;FOR_ROUNDS_REPS;"AMRAP in 30 minutes

5 Deadlifts (275/185 lb)
13 Push-Ups
9 Box Jumps (24/20 in)"
Georgie;HEROES;FOR_ROUNDS_REPS;"AMRAP in 21 minutes

7 Burpees
11 Push-Ups
22 Kettlebell Swings (54/35 lb)

Buy-in: 65 Sit-Ups"
Jenny;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

20 Overhead Squats (45/35 lb bar)
20 Back Squats (45/35 lb bar)
400 meter Run"
21 Guns;HEROES;FOR_ROUNDS_REPS;"AMRAP in 21 minutes

400 meter Run
21 Push-Ups
21 Box Jumps (24/20 in)
15 Burpees
9 Pull-Ups"
Rankel;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

6 Deadlifts (225/155 lb)
7 Burpee Pull-Ups
10 Kettlebell Swings (2/1.5 pood)
200 meter Run"
Jack;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

10 Push Presses (115/85 lb)
10 Kettlebell Swings (1.5/1 pood)
10 Box Jumps (24/20 in)"
Three Wise Men;HEROES;FOR_ROUNDS_REPS;"Three AMRAPs in 16 minutes

AMRAP in 4 minutes
5 Hang Squat Snatch (135/95 lb)
10 Bar-Facing Burpees

Rest 2 minutes

Then, AMRAP in 4 minutes
10 Power Cleans (135/95 lb)
20 Pull-Ups

Rest 2 minutes

Then, AMRAP in 4 minutes
15 Box Jump-Overs (24/20 in)
30 Wall Ball Shots (20/14 lbs)"
Sgt Barros;HEROES;FOR_ROUNDS_REPS;"AMRAP in 12 minutes

12 Wall Ball Shots (10/6 kg)
12 Kettlebell Swings (20/16 kg)
12 Kettlebell Snatches (20/16 kg)
100 meter Sprint"
Armistice;HEROES;FOR_ROUNDS_REPS;"AMRAP in 11 minutes

11 Power Cleans (135/95 lb)
11 Burpees Over the Bar
19 Deadlifts (135/95 lb)
18 Pull-Ups"
Braswell;HEROES;FOR_ROUNDS_REPS;"AMRAP in 40 minutes

12 Burpees
9 Hang Power Cleans (95/65 lb)
18 Wall Ball Shots (20/14 lb)
200 meter Sandbag Run (60/40 lb)"
Nate;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

2 Muscle-Ups
4 Handstand Push-Ups
8 Kettlebell Swings (2/1.5 pood)"
Marston;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

1 Deadlift (405/285 lb)
10 Toes-to-Bar 
15 Bar Facing Burpees"
Choe;HEROES;FOR_ROUNDS_REPS;"AMRAP in 35 minutes

Buy-In:
9 Man Makers (2 x 35/20 lb dumbbells)
11 Burpees

With remaining time, AMRAP of:
300 meter Run
27 Air squats
9 Handstand Push-Ups"
Artie;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

5 Pull-Ups
10 Push-Ups
15 Squats
5 Pull-Ups
10 Thrusters (95/65 lb)"
Viola 1;HEROES;FOR_ROUNDS_REPS;"AMRAP in 25 minutes

3, 6, 9, 12, 15, 18 Reps and so on
Thrusters (95/65 lbs)
Pull-ups
Over-the-Bar Burpees"
Sisson;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

1 Rope Climb (15 ft)
5 Burpees
200 meter Run

Wear a weight vest (20/14 lb)"
Devil of Ramadi (858);HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

10 Ground-to-Overhead (160/100 lb)
38 Wall Ball Shots (20/14 lb, 10/9 ft target)
160 Double-Unders
200 meter Weighted Run (45/25 lb)"
DG;HEROES;FOR_ROUNDS_REPS;"AMRAP in 10 minutes

8 Toes-to-Bar
8 Dumbbell Thrusters (35/25 lb)
12 Dumbbell Walking Lunges (35/25 lb)"
Havana;HEROES;FOR_ROUNDS_REPS;"AMRAP in 25 minutes

150 Double-Unders
50 Push-Ups
15 Power Cleans (185/125 lb)"
Otis;HEROES;FOR_ROUNDS_REPS;"AMRAP in 15 minutes

Back Squat (1½ bodyweight)
Shoulder Press (¾ bodyweight)
Deadlift (1½ bodyweight)

Start with 1 rep each. Increase each by 1 rep per round."
Dallas 5;HEROES;FOR_ROUNDS_REPS;"Five 5-minute AMRAPs in 29 minutes

AMRAP from 0:00-5:00:
Burpees

AMRAP from 6:00-11:00:
7 Deadlifts (155/105 lb)
7 Box Jumps (24/20 in)

AMRAP from 12:00-17:00:
Turkish Get-Ups (40/30 lb Dumbbell)

AMRAP from 18:00-23:00:
7 Snatches (75/55 lb)
7 Push-Ups

AMRAP from 24:00-29:00:
Row (calories)

Rest 1 minute between each AMRAP station"
Zimmerman;HEROES;FOR_ROUNDS_REPS;"AMRAP in 25 minutes

11 Chest-to-Bar Pull-Ups
2 Deadlifts (315/205 lb)
10 Handstand Push-Ups"
Snipes;HEROES;FOR_ROUNDS_REPS;"AMRAP in 40 minutes

9 Clean-and-Jerks (135/95 lb)
1 Rope Climb
8 Burpees
12 Push-Ups
40 second Plank Hold
800 foot Sandbag Carry (80/50 lb)
20 Double-Unders
17 Wall Ball Shots (20/14 lb)"
Nukes;HEROES;FOR_ROUNDS_REPS;"AMRAP in 30 minutes

From 0:00-8:00
1 mile Run
Max Deadlifts (315/205 lb)

From 8:00-18:00
1 mile Run
Max Power Cleans (225/155 lb)

From 18:00-30:00
1 mile Run
Max Overhead Squats (135/95 lb)"
Lesley;HEROES;FOR_ROUNDS_REPS;"AMRAP in 35 minutes

24 Jump Lunges
24 Hollow Rocks
24 Air Squats
24 AbMat Sit-Ups
24 Burpees"
Rocket;HEROES;FOR_ROUNDS_REPS;"AMRAP in 30 minutes

50 meter Swim
10 Push-Ups
15 Air Squats"
Jennifer;HEROES;FOR_ROUNDS_REPS;"AMRAP in 26 minutes

10 Pull-Ups
15 Kettlebell Swings (1.5/1 Pood)
20 Box Jumps (24/20 in)"
Marine 16;HEROES;FOR_ROUNDS_REPS;"Eight 2-minute AMRAPs in 16 minutes

From 0:00-2:00
20 meter Sprint
16 Burpees

From 2:00-4:00:
20 meter Sprint 
16 Push-Ups

From 4:00-6:00:
20 meter Sprint
16 Air Squats

From 6:00-8:00:
20 meter Sprint
16 Mountain Climbers

From 8:00-10:00:
20 meter Sprint
16 Jumping Jacks

From 10:00-12:00:
20 meter Sprint 
16 Jumping Lunges

From 12:00-14:00:
20 meter Sprint
16 High Knees

From 14:00-16:00:
20 meter Sprint
16 Tuck Jumps"
3D Remembrance Day;HEROES;FOR_ROUNDS_REPS;"AMRAP in 18 minutes

11 Hang Power Snatches (35/25 kg)
11 Burpees
11 Thrusters (35/25 kg)
11 Pull-Ups

At 11:00:
1 minute Rest in Silence"
Harper;HEROES;FOR_ROUNDS_REPS;"AMRAP in 23 minutes

9 Chest-to-Bar Pull-Ups
15 Power Cleans (135/95 lb)
21 Air Squats
400 meter Run with a Plate (45/35 lb)"
Santora;HEROES;FOR_ROUNDS_REPS;"3 Rounds For Max Reps in 17 minutes

1 minute Squat Cleans (155/105 lb)
1 minute Shuttle Sprints (20 ft forward, 20 ft backwards)
1 minute Deadlifts (245/165 lb)
1 minute Burpees
1 minute Jerks (155/105 lb)

1 minute Rest between rounds"
Nookie;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

7 Squat Cleans (40/30 kg)
7 Push Press (40/30 kg)
7 Back Squats (40/30 kg)
200 meter Run"
Manuel;HEROES;FOR_ROUNDS_REPS;"5 Rounds for Reps in 50 minutes

3 minutes of Max Rope Climbs
2 minutes of Max Air Squats
2 minutes of Max Push-Ups
3 minutes to Run 400 meters

Wear a weight vest (20/14 lb)"
Rahoi;HEROES;FOR_ROUNDS_REPS;"AMRAP in 12 minutes

12 Box Jumps (24 in/20 in)
6 Thrusters (95 lbs/65 lb)
6 Bar-Facing Burpees"
Runyan;HEROES;FOR_ROUNDS_REPS;"AMRAP in 24 minutes

21 Bar Over Burpees
7 Deadlifts (1.5x bodyweight)
10 Pull-Ups"
Danny;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

30 Box Jumps (24/20 in)
20 Push Press (115/75 lb)
30 Pull-Ups"
Kev;HEROES;FOR_ROUNDS_REPS;"AMRAP (with a Partner) in 26 minutes

6 Deadlifts (315/205 lb), each
9 Bar-Facing Burpees, synchronized
9 Bar Muscle-Ups, each
55 ft Partner Barbell Carry (315/205 lb)"
Van Aalten;HEROES;FOR_ROUNDS_REPS;"AMRAP (with a Partner) in 20 minutes

2000 meter Row / partner Handstand
150 Wall Ball Shots / partner Handstand
Max Toes-to-Bars (alternate sets)"
Foo;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

7 Chest-To-Bar Pull-Ups
77 Double-Unders
2 Squat Clean Thrusters (170/125 lb)
28 Sit-Ups

Buy in:
13 Bench Presses (170/125 lb)"
Johnson;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

9 Deadlifts (245/165 lb)
8 Muscle-Ups
9 Squat Clean (155/105 lb)"
Scott Larsen;HEROES;FOR_ROUNDS_REPS;"Every 2 Minutes For As Long As Possible

Push Press (75% of 1 rep-max)
Handstand Push-Up

Start with 1 repetition of each, then add 1 one repetition to each movement every 2 minutes"
Ricky;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

10 Pull-Ups
5 Dumbbell Deadlifts (75/55 lb)
8 Push-Press (135/95 lb)"
Jay;HEROES;FOR_ROUNDS_REPS;"AMRAP in 20 minutes

22 Air Squats
12 Toes-to-Bar
9 Burpees

Wear a weight vest (20/14 lb)"
